X,Y,NUME,JUDET,PRESCURTARE_JUDET
23.15,46.29,Floresti,Alba,AB
23.26,46,Bolovanesti,Alba,AB
23.43,46.12,Remetea,Alba,AB
23.47,46.04,Ciocasu,Alba,AB
23.89,46.22,Panca,Alba,AB
23.21,46.32,Sasa,Alba,AB
22.9,46.43,Botesti,Alba,AB
23.85,45.96,Dealu Dostatului,Alba,AB
23.44,46.07,Poiana Ursului,Alba,AB
24.01,46.09,Gorgan,Alba,AB
23.23,46.32,Holobani,Alba,AB
23.42,46.05,Laz,Alba,AB
22.92,46.34,Hoanca,Alba,AB
23.17,46.24,Izbicioara,Alba,AB
23.43,46.04,Matacina,Alba,AB
23.32,46.27,Negresti,Alba,AB
23.19,46.31,Bardesti,Alba,AB
23.35,46.29,Bogdanesti,Alba,AB
23.13,46.27,Dogaresti,Alba,AB
23.15,46.35,Perjesti,Alba,AB
22.97,46.3,Poiana,Alba,AB
22.86,46.36,Puselesti,Alba,AB
23.16,46.28,Valeni,Alba,AB
23.4,46.26,Popesti,Alba,AB
22.99,46.3,Robesti,Alba,AB
23.16,46.41,Runcuri,Alba,AB
23.09,46.43,Tomnatec,Alba,AB
22.83,46.34,Valea Maciului,Alba,AB
23.2,46.32,Trifesti,Alba,AB
23.13,46.34,Varsii Mari,Alba,AB
22.94,46.32,Joldisesti,Alba,AB
23.46,46.3,Cheia,Alba,AB
23.29,46,Viezuri,Alba,AB
23.19,46.14,Dumbrava,Alba,AB
23.41,46.1,Isca,Alba,AB
23.34,46.04,Poieni,Alba,AB
22.87,46.37,Dosu Vasesti,Alba,AB
22.91,46.35,Poieni,Alba,AB
22.84,46.34,Boldesti,Alba,AB
22.98,46.29,Toci,Alba,AB
22.84,46.35,Stertesti,Alba,AB
22.88,46.39,Valcesti,Alba,AB
23.14,46.44,Aronesti,Alba,AB
22.93,46.36,Bordestii Poieni,Alba,AB
23.82,46.05,Maghierat,Alba,AB
23.54,46.23,Zagris,Alba,AB
24.02,46.09,Capu Dealului,Alba,AB
23.15,46.29,Muntari,Alba,AB
23.32,46.35,Simulesti,Alba,AB
23.18,46.3,Jurcuiesti,Alba,AB
23.23,46.36,Margaia,Alba,AB
23.16,46.29,Petreni,Alba,AB
22.84,46.34,Dealu Crisului,Alba,AB
22.9,46.35,Harasti,Alba,AB
23.36,46.02,Ibru,Alba,AB
23.44,46.29,Botani,Alba,AB
23.91,46.27,Cicard,Alba,AB
23.21,46.33,Geamana,Alba,AB
22.95,46.3,Medresti,Alba,AB
23.85,46.1,Deleni-Obarsie,Alba,AB
23.71,45.99,Carpenii de Sus,Alba,AB
23.87,46.11,Flitesti,Alba,AB
23.29,46.46,Incesti,Alba,AB
23.93,46.26,Doptau,Alba,AB
23.71,46.18,Zaries,Alba,AB
21.31,46.19,Arad,Arad,AR
21.07,46.17,Pecica,Arad,AR
21.51,46.34,Santana,Arad,AR
21.84,46.43,Ineu,Arad,AR
21.7,46.09,Lipova,Arad,AR
20.75,46.17,Nadlac,Arad,AR
21.31,46.34,Curtici,Arad,AR
21.51,46.52,Chisineu-Cris,Arad,AR
21.69,46.33,Pancota,Arad,AR
22.13,46.37,Sebis,Arad,AR
21.41,46.16,Vladimirescu,Arad,AR
21.64,46.27,Siria,Arad,AR
21.22,46.02,Vinga,Arad,AR
21.45,46.42,Simand,Arad,AR
21.32,46.39,Macea,Arad,AR
20.93,46.11,Semlac,Arad,AR
21.73,46.57,Sepreus,Arad,AR
20.84,46.11,Seitin,Arad,AR
21.61,46.21,Covasint,Arad,AR
21.76,46.44,Sicula,Arad,AR
21.94,46.42,Bocsig,Arad,AR
21.78,46.62,Apateu,Arad,AR
21.15,46.12,Felnac,Arad,AR
21.69,46.09,Radna,Arad,AR
21.44,46.51,Socodor,Arad,AR
21.46,46.21,Horia,Arad,AR
22.12,46.33,Buteni,Arad,AR
21.39,46.12,Fantanele,Arad,AR
22.34,46.27,Gurahont,Arad,AR
21.56,46.07,Zabrani,Arad,AR
21.71,46.38,Seleus,Arad,AR
20.98,46.09,Secusigiu,Arad,AR
21.21,46.31,Iratosu,Arad,AR
21.29,46.06,Sagu,Arad,AR
21.22,46.13,Zadareni,Arad,AR
21.99,46.49,Beliu,Arad,AR
21.65,46.29,Galsa,Arad,AR
21.05,46.11,Sanpetru German,Arad,AR
21.31,46.28,Sofronea,Arad,AR
21.85,46.55,Cermei,Arad,AR
21.8,46.32,Tarnova,Arad,AR
21.59,46.15,Ghioroc,Arad,AR
21.51,46.48,Nadab,Arad,AR
21.24,46.35,Dorobanti,Arad,AR
21.39,46.29,Andrei Saguna,Arad,AR
21.59,46.12,Paulis,Arad,AR
21.35,46.42,Sanmartin,Arad,AR
21.53,46.14,Sambateni,Arad,AR
22.23,46.28,Almas,Arad,AR
21.54,46.39,Olari,Arad,AR
21.59,46.17,Cuvin,Arad,AR
21.46,46.1,Frumuseni,Arad,AR
21.4,46.28,Zimandu Nou,Arad,AR
21.65,46.41,Zarand,Arad,AR
22.24,46.01,Savarsin,Arad,AR
21.71,46.29,Maderat,Arad,AR
21.39,46.21,Sanleani,Arad,AR
21.63,46.48,Tipar,Arad,AR
21.79,46.47,Gurba,Arad,AR
21.39,46.23,Livada,Arad,AR
21.31,46.52,Graniceri,Arad,AR
21.58,46.34,Caporal Alexa,Arad,AR
21.57,46.44,Cintei,Arad,AR
21.58,46.05,Chesint,Arad,AR
21.38,46.26,Zimandcuz,Arad,AR
22.6,46.27,Halmagiu,Arad,AR
21.67,46.62,Vanatori,Arad,AR
21.37,46.49,Siclau,Arad,AR
21.6,46.6,Misca,Arad,AR
21.61,46.52,Sintea Mare,Arad,AR
21.13,46.26,Turnu,Arad,AR
22.1,46.29,Chisindia,Arad,AR
21.13,46.01,Manastur,Arad,AR
21.11,46.04,Mailat,Arad,AR
21.82,46.34,Chier,Arad,AR
21.47,46.15,Mandruloc,Arad,AR
21.81,46.26,Draut,Arad,AR
22.07,46.38,Barsa,Arad,AR
21.99,46.11,Barzava,Arad,AR
20.95,46.25,Peregu Mic,Arad,AR
21.67,46.3,Masca,Arad,AR
21.71,46.47,Cherelus,Arad,AR
21.95,46.22,Nadas,Arad,AR
21.58,46.56,Adea,Arad,AR
22.22,45.97,Capalnas,Arad,AR
21.62,46.07,Neudorf,Arad,AR
21.76,46.27,Agrisu Mare,Arad,AR
21.52,46.62,Zerind,Arad,AR
20.91,46.23,Peregu Mare,Arad,AR
20.96,46.07,Satu Mare,Arad,AR
21.35,46.58,Pilu,Arad,AR
21.85,46.64,Berechiu,Arad,AR
21.85,46.57,Somosches,Arad,AR
22.12,46.5,Groseni,Arad,AR
22.24,46.41,Dezna,Arad,AR
21.82,46.39,Mocrea,Arad,AR
21.91,46.29,Taut,Arad,AR
22.25,46.46,Moneasa,Arad,AR
22.53,46.31,Varfurile,Arad,AR
21.37,46.08,Tisa Noua,Arad,AR
21.7,46.62,Satu Nou,Arad,AR
21.48,46.15,Cicir,Arad,AR
21.49,46.09,Alunis,Arad,AR
22.02,46.34,Cuied,Arad,AR
22.47,46.34,Avram Iancu,Arad,AR
22.25,46.32,Dieci,Arad,AR
21.34,46.62,Varsand,Arad,AR
22.02,46.42,Rapsig,Arad,AR
22.09,46.45,Carand,Arad,AR
21.72,46.11,Soimos,Arad,AR
22.16,46.01,Varadia de Mures,Arad,AR
21.61,46.14,Minis,Arad,AR
22.17,45.96,Birchis,Arad,AR
22.62,46.27,Halmagel,Arad,AR
21.76,46.37,Moroda,Arad,AR
22.31,46.27,Bontesti,Arad,AR
21.96,46.55,Chislaca,Arad,AR
22.39,46.04,Petris,Arad,AR
21.5,46.64,Iermata Neagra,Arad,AR
22.26,46.28,Cil,Arad,AR
22.63,46.32,Luncsoara,Arad,AR
21.98,46.58,Craiva,Arad,AR
22.04,46.39,Aldesti,Arad,AR
21.27,46.26,Sanpaul,Arad,AR
22.12,46.42,Prunisor,Arad,AR
21.34,46.07,Cruceni,Arad,AR
22.64,46.34,Brusturi,Arad,AR
22.03,46.47,Selistea,Arad,AR
22.08,46.5,Hasmas,Arad,AR
21.88,46.1,Conop,Arad,AR
22.25,46.27,Radesti,Arad,AR
22.09,46.25,Paiuseni,Arad,AR
22,46.51,Tagadau,Arad,AR
22.47,46.28,Talagiu,Arad,AR
21.8,46.11,Milova,Arad,AR
22.3,46.33,Crocna,Arad,AR
21.86,46.3,Dud,Arad,AR
22.56,46.34,Lazuri,Arad,AR
21.02,46.1,Munar,Arad,AR
21.81,46.07,Ususau,Arad,AR
21.4,46.03,Fiscut,Arad,AR
22.01,46.07,Lalasint,Arad,AR
22.3,46.23,Secas,Arad,AR
21.92,46.61,Susag,Arad,AR
21.93,46.53,Vasile Goldis,Arad,AR
22.32,46.01,Toc,Arad,AR
21.82,46.11,Odvos,Arad,AR
21.92,46.34,Silindia,Arad,AR
22.05,46.48,Archis,Arad,AR
21.77,46.38,Iermata,Arad,AR
22.04,46.02,Bata,Arad,AR
22.14,46.04,Julita,Arad,AR
21.78,46.25,Araneag,Arad,AR
21.88,46.08,Chelmac,Arad,AR
21.37,46.02,Firiteaz,Arad,AR
22.39,46.34,Zimbru,Arad,AR
21.99,46.41,Manerau,Arad,AR
21.17,46.28,Variasu Mare,Arad,AR
21.85,46.62,Motiori,Arad,AR
22.4,46.11,Rosia Noua,Arad,AR
21.6,46.41,Sintea Mica,Arad,AR
21.66,46.14,Cladova,Arad,AR
21.94,46.08,Belotint,Arad,AR
22.08,46.1,Dumbravita,Arad,AR
22.28,45.98,Caprioara,Arad,AR
22.07,45.99,Tela,Arad,AR
22.34,46.25,Hontisor,Arad,AR
22.51,46.33,Vidra,Arad,AR
22.22,46.07,Lupesti,Arad,AR
22.16,46.33,Paulian,Arad,AR
22.53,46.33,Magulicea,Arad,AR
22.31,46.3,Pescari,Arad,AR
22.55,46.28,Leasa,Arad,AR
22.03,46.59,Maraus,Arad,AR
22.43,46.3,Plescuta,Arad,AR
22.03,46.09,Capruta,Arad,AR
22.12,46.12,Grosii Noi,Arad,AR
22.37,46.01,Ilteu,Arad,AR
22.55,46.26,Tisa,Arad,AR
21.99,46.61,Siad,Arad,AR
22.31,46.2,Madrigesti,Arad,AR
22.25,46.43,Ranusa,Arad,AR
22.1,46.03,Nicolae Balcescu,Arad,AR
21.74,46.01,Sistarovat,Arad,AR
21.92,46.01,Zabalt,Arad,AR
21.63,46.11,Baratca,Arad,AR
22.61,46.29,Banesti,Arad,AR
22.45,46.29,Aciuta,Arad,AR
22.56,46.25,Tarmure,Arad,AR
22.01,46.1,Monorostia,Arad,AR
22.18,46.45,Susani,Arad,AR
22.34,46.23,Iacobini,Arad,AR
21.16,46.21,Sederhat,Arad,AR
22,46.26,Minisel,Arad,AR
22.24,46.07,Parnesti,Arad,AR
22.17,46.41,Ignesti,Arad,AR
22.34,46.28,Iosas,Arad,AR
22.6,46.23,Poienari,Arad,AR
22.24,45.99,Valea Mare,Arad,AR
21.64,46.63,Zerindu Mic,Arad,AR
22.13,45.97,Ostrov,Arad,AR
22.09,46.53,Urvisu de Beliu,Arad,AR
22.06,46.55,Botfei,Arad,AR
22.3,46.09,Troas,Arad,AR
22.34,46.2,Buceava-Soimus,Arad,AR
22.65,46.26,Tarnavita,Arad,AR
22.16,46.32,Berindia,Arad,AR
22.44,46.36,Poiana,Arad,AR
22.39,46.08,Corbesti,Arad,AR
21.19,46.13,Calugareni,Arad,AR
21.84,46.05,Dorgos,Arad,AR
22.05,46.53,Agrisu Mic,Arad,AR
22.56,46.24,Ionesti,Arad,AR
22.56,46.31,Mermesti,Arad,AR
22.08,46.47,Nermis,Arad,AR
22.58,46.29,Bodesti,Arad,AR
22.19,46.37,Salajeni,Arad,AR
22.1,45.98,Bacau de Mijloc,Arad,AR
22.04,46.63,Ciuntesti,Arad,AR
22.18,46.16,Slatina de Mures,Arad,AR
21.32,46.03,Hunedoara Timisana,Arad,AR
22.23,46.43,Slatina de Cris,Arad,AR
22.04,46.57,Secaci,Arad,AR
22.03,46.36,Hodis,Arad,AR
22.39,46.29,Gura Vaii,Arad,AR
22.03,46.61,Stoinesti,Arad,AR
22.18,46.3,Joia Mare,Arad,AR
21.2,46.13,Bodrogu Nou,Arad,AR
22.01,46.28,Minisu de Sus,Arad,AR
22.21,46.41,Buhani,Arad,AR
21.89,45.98,Bruznic,Arad,AR
22.33,46.3,Fenis,Arad,AR
21.9,46.35,Satu Mic,Arad,AR
22.01,46.61,Rogoz de Beliu,Arad,AR
21.95,46.59,Coroi,Arad,AR
22.21,46.43,Neagra,Arad,AR
22.64,46.29,Sarbi,Arad,AR
22.13,46.49,Barzesti,Arad,AR
22.18,46.39,Donceni,Arad,AR
22.2,46.31,Revetis,Arad,AR
22.16,46.03,Stejar,Arad,AR
22.17,46.09,Baia,Arad,AR
22.18,46.31,Cociuba,Arad,AR
22.27,46.05,Temesesti,Arad,AR
22.03,46.4,Voivodeni,Arad,AR
22.44,46.14,Obarsia,Arad,AR
22.11,46,Bulci,Arad,AR
22.21,46.01,Halalis,Arad,AR
21.94,46.33,Luguzau,Arad,AR
22.4,46.29,Rostoci,Arad,AR
22.19,46.45,Nadalbesti,Arad,AR
22.61,46.25,Tohesti,Arad,AR
22.19,46.42,Minead,Arad,AR
22.06,46.25,Vasoaia,Arad,AR
22.43,46.28,Dumbrava,Arad,AR
22.55,46.37,Grosi,Arad,AR
22.39,46.03,Seliste,Arad,AR
22.04,46.51,Comanesti,Arad,AR
22.6,46.3,Cristesti,Arad,AR
21.18,46.29,Variasu Mic,Arad,AR
22.36,46.32,Valea Mare,Arad,AR
22,46.53,Benesti,Arad,AR
21.92,46.54,Avram Iancu,Arad,AR
22.34,46.24,Brazii,Arad,AR
22.37,46.35,Dulcele,Arad,AR
22.25,46.37,Laz,Arad,AR
22.01,46.55,Bochia,Arad,AR
21.85,46,Patars,Arad,AR
22.27,46.24,Mustesti,Arad,AR
21.95,46.31,Camna,Arad,AR
22.09,46.51,Clit,Arad,AR
22.06,46.05,Batuta,Arad,AR
22.29,46,Cuias,Arad,AR
22.56,46.28,Lestioara,Arad,AR
21.89,46.61,Talmaci,Arad,AR
22.2,46.34,Rosia,Arad,AR
21.98,46.35,Iercoseni,Arad,AR
22.15,45.97,Virismort,Arad,AR
22.45,46.26,Budesti,Arad,AR
21.68,45.95,Cuvesdia,Arad,AR
21.18,46.14,Bodrogu Vechi,Arad,AR
21.79,45.96,Labasint,Arad,AR
21.81,46.02,Varnita,Arad,AR
24.88,44.86,Pitesti,Arges,AG
25.05,45.28,Campulung,Arges,AG
24.68,45.14,Curtea de Arges,Arges,AG
24.94,44.96,Mioveni,Arges,AG
24.88,44.66,Costesti,Arges,AG
25.09,44.81,Topoloveni,Arges,AG
25.17,45.39,Rucar,Arges,AG
25.24,44.52,Slobozia,Arges,AG
24.82,44.9,Bascov,Arges,AG
24.9,44.78,Bradu,Arges,AG
24.84,45.21,Domnesti,Arges,AG
24.91,44.89,Valea Mare-Podgoria,Arges,AG
25,45.27,Bughea de Jos,Arges,AG
25.07,45.33,Leresti,Arges,AG
25.06,44.49,Izvoru,Arges,AG
25.03,45.3,Bughea de Sus,Arges,AG
24.96,44.88,Stefanesti,Arges,AG
24.88,44.89,Maracineni,Arges,AG
24.92,44.87,Stefanestii Noi,Arges,AG
24.93,45.15,Vladesti,Arges,AG
25.17,45.35,Dragoslavele,Arges,AG
24.94,45.23,Berevoesti,Arges,AG
24.67,45.23,Albestii Ungureni,Arges,AG
25.25,44.49,Stefan cel Mare,Arges,AG
25.03,44.52,Recea,Arges,AG
24.98,44.76,Oarja,Arges,AG
25,45.16,Lazaresti,Arges,AG
24.78,44.52,Harsesti,Arges,AG
25.14,44.87,Bogati,Arges,AG
25.08,45.07,Vulturesti,Arges,AG
25.13,45.18,Boteni,Arges,AG
25.05,44.82,Calinesti,Arges,AG
24.61,45.33,Arefu,Arges,AG
24.91,44.94,Colibasi,Arges,AG
24.95,44.41,Mirosi,Arges,AG
25.09,45.29,Valea Mare Pravat,Arges,AG
25.07,45.3,Voinesti,Arges,AG
24.84,45.14,Retevoiesti,Arges,AG
24.8,45.29,Corbi,Arges,AG
25.16,44.57,Mozaceni,Arges,AG
24.65,45.04,Tutana,Arges,AG
24.74,44.8,Poiana Lacului,Arges,AG
25,45.19,Schitu Golesti,Arges,AG
25.13,44.66,Teiu,Arges,AG
24.64,45.18,Valea Danului,Arges,AG
25.21,45.19,Cetateni,Arges,AG
24.89,44.64,Serboeni,Arges,AG
24.67,45.21,Albestii Pamanteni,Arges,AG
24.51,45.32,Salatrucu,Arges,AG
24.98,44.97,Racovita,Arges,AG
25.13,44.79,Leordeni,Arges,AG
24.98,45.05,Stalpeni,Arges,AG
24.85,44.78,Albota,Arges,AG
24.78,44.57,Stolnici,Arges,AG
24.86,45.17,Badesti,Arges,AG
24.85,45.18,Pietrosani,Arges,AG
24.87,44.93,Argeselu,Arges,AG
25.05,45.22,Poienari,Arges,AG
24.89,44.97,Purcareni,Arges,AG
24.8,45.1,Malureni,Arges,AG
25.01,44.98,Contesti,Arges,AG
24.86,44.96,Micesti,Arges,AG
24.66,45.26,Oestii Pamanteni,Arges,AG
24.54,45.25,Suici,Arges,AG
24.98,45.04,Livezeni,Arges,AG
25.08,45.19,Jugur,Arges,AG
25,45.07,Radesti,Arges,AG
24.99,45.01,Titesti,Arges,AG
24.56,45.14,Tigveni,Arges,AG
24.89,44.82,Geamana,Arges,AG
24.97,44.47,Strambeni,Arges,AG
24.94,45.03,Bajesti,Arges,AG
25.01,45.31,Albesti,Arges,AG
24.99,44.68,Serbanesti,Arges,AG
25.01,44.85,Vranesti,Arges,AG
24.96,44.39,Surdulesti,Arges,AG
24.55,45.11,Ciofrangeni,Arges,AG
25.08,44.63,Barlogu,Arges,AG
24.79,45.13,Stroesti,Arges,AG
25.05,45.13,Draghici,Arges,AG
24.99,45.23,Godeni,Arges,AG
24.78,44.43,Barla,Arges,AG
25.01,45.11,Mihaesti,Arges,AG
24.96,44.44,Caldararu,Arges,AG
24.8,44.4,Mozacenii-Vale,Arges,AG
24.98,45.18,Capu Piscului,Arges,AG
25.02,45.09,Valea Popii,Arges,AG
25.13,44.6,Negrasi,Arges,AG
24.87,45.07,Cosesti,Arges,AG
24.89,45.23,Slanic,Arges,AG
24.95,44.58,Cornatel,Arges,AG
25.14,44.9,Suseni,Arges,AG
25.08,45.24,Matau,Arges,AG
25.19,45.23,Cotenesti,Arges,AG
24.6,45.25,Barasti,Arges,AG
24.93,45.19,Aninoasa,Arges,AG
24.73,45.09,Toplita,Arges,AG
25.04,44.84,Gorganu,Arges,AG
25.13,44.97,Dobresti,Arges,AG
24.96,44.5,Ungheni,Arges,AG
24.97,45.01,Bucsenesti-Lotasi,Arges,AG
24.98,44.53,Humele,Arges,AG
24.79,44.78,Mares,Arges,AG
24.97,44.84,Golesti,Arges,AG
24.99,44.86,Valeni-Podgoria,Arges,AG
25.16,44.73,Patuleni,Arges,AG
24.66,45.3,Bucsenesti,Arges,AG
24.79,44.84,Mosoaia,Arges,AG
25.15,44.79,Ciulnita,Arges,AG
24.9,45.01,Darmanesti,Arges,AG
24.79,44.96,Galasesti,Arges,AG
24.86,45.1,Leicesti,Arges,AG
24.91,44.91,Fagetu,Arges,AG
24.85,45.07,Jupanesti,Arges,AG
24.66,45.21,Dobrotu,Arges,AG
24.89,45.04,Petresti,Arges,AG
24.94,44.6,Vulpesti,Arges,AG
25.13,44.43,Slobozia,Arges,AG
24.82,45.25,Corbsori,Arges,AG
25.14,45.01,Botesti,Arges,AG
25.13,44.45,Purcareni,Arges,AG
24.77,45.02,Zarnesti,Arges,AG
25,44.66,Gliganu de Sus,Arges,AG
24.96,44.99,Valea Stanii,Arges,AG
24.56,45.17,Barsestii de Jos,Arges,AG
25.21,45.17,Laicai,Arges,AG
24.62,44.78,Vedea,Arges,AG
24.55,45.23,Rudeni,Arges,AG
25.1,45.12,Hartiesti,Arges,AG
24.84,44.83,Smeura,Arges,AG
24.68,45.09,Zigoneni,Arges,AG
24.65,45.26,Oestii Ungureni,Arges,AG
25.19,44.55,Babaroaga,Arges,AG
24.84,45.23,Stanesti,Arges,AG
25.17,45.26,Stoenesti,Arges,AG
24.94,44.72,Cersani,Arges,AG
25.04,44.43,Raca,Arges,AG
24.93,45.25,Gamacesti,Arges,AG
24.97,44.85,Ciocanesti,Arges,AG
24.88,45.02,Valea Nandrii,Arges,AG
24.98,45.2,Cotesti,Arges,AG
24.76,44.6,Cotmeana,Arges,AG
24.92,44.97,Piscani,Arges,AG
24.93,45.11,Poienita,Arges,AG
24.72,44.79,Paduroiu din Deal,Arges,AG
24.78,44.48,Urlueni,Arges,AG
25.01,45.03,Valea Manastirii,Arges,AG
25.11,44.93,Furesti,Arges,AG
24.9,44.45,Burdea,Arges,AG
25.18,45.24,Badeni,Arges,AG
25.14,44.84,Glambocelu,Arges,AG
25.03,44.88,Carstieni,Arges,AG
25.09,44.88,Paraschivesti,Arges,AG
24.76,44.68,Lunca Corbului,Arges,AG
24.7,44.78,Paduroiu din Vale,Arges,AG
24.77,45.15,Costesti-Vaslan,Arges,AG
25.03,45.23,Grosani,Arges,AG
25,45.14,Furnicosi,Arges,AG
25.11,45.3,Namaesti,Arges,AG
24.78,45.22,Robaia,Arges,AG
24.96,44.54,Gaujani,Arges,AG
25.03,44.87,Urlucea,Arges,AG
24.94,44.87,Izvorani,Arges,AG
24.91,45.19,Valea Silistii,Arges,AG
24.75,45.02,Bunesti,Arges,AG
24.74,44.97,Merisani,Arges,AG
24.9,44.73,Parvu Rosu,Arges,AG
24.7,44.89,Babana,Arges,AG
24.9,44.61,Ionesti,Arges,AG
25.03,44.91,Valea Corbului,Arges,AG
24.77,44.89,Valea Ursului,Arges,AG
24.54,45.08,Lacurile,Arges,AG
25.07,44.74,Gruiu,Arges,AG
24.79,44.93,Dobrogostea,Arges,AG
24.63,44.91,Barbatesti,Arges,AG
24.82,44.76,Cerbu,Arges,AG
24.84,45.12,Ganesti,Arges,AG
25.13,45.32,Gura Pravat,Arges,AG
24.85,44.93,Budeasa Mica,Arges,AG
24.87,45.08,Pacioiu,Arges,AG
24.65,45.1,Noaptes,Arges,AG
25.19,45.26,Valea Badenilor,Arges,AG
25.04,44.76,Ciresu,Arges,AG
24.78,45.23,Musatesti,Arges,AG
24.62,44.97,Cotmeana,Arges,AG
24.54,45.26,Valeni,Arges,AG
24.64,45.33,Capatanenii Pamanteni,Arges,AG
25.08,44.77,Cateasca,Arges,AG
24.76,44.58,Cochinesti,Arges,AG
24.84,45.01,Pauleasca,Arges,AG
24.76,44.98,Calotesti,Arges,AG
24.64,45.08,Valea lui Enache,Arges,AG
25.09,44.91,Beleti,Arges,AG
24.66,45.29,Rotunda,Arges,AG
24.64,45.34,Capatanenii Ungureni,Arges,AG
24.95,45.07,Valea Mare-Bratia,Arges,AG
25.03,45.01,Davidesti,Arges,AG
25.08,44.88,Priboieni,Arges,AG
24.61,45.2,Vernesti,Arges,AG
24.87,44.72,Brosteni,Arges,AG
24.56,45.01,Moraresti,Arges,AG
24.91,44.99,Negreni,Arges,AG
25.05,44.68,Rociu,Arges,AG
24.79,44.89,Glambocu,Arges,AG
25.05,45.11,Vacarea,Arges,AG
24.68,45.05,Valea Brazilor,Arges,AG
25.01,45.19,Valea Pechii,Arges,AG
25.08,45.05,Barzesti,Arges,AG
24.58,44.82,Rajletu-Govora,Arges,AG
25.04,44.66,Gliganu de Jos,Arges,AG
24.83,44.93,Budeasa Mare,Arges,AG
24.89,44.48,Satu Nou,Arges,AG
24.96,44.76,Ceausesti,Arges,AG
24.71,44.93,Draganu-Olteni,Arges,AG
25.01,44.86,Radu Negru,Arges,AG
25.2,45.22,Valea Cetatuia,Arges,AG
24.95,44.86,Viisoara,Arges,AG
25.01,44.56,Deagu de Sus,Arges,AG
25.08,44.94,Zgripcesti,Arges,AG
24.83,45.02,Pauleasca,Arges,AG
24.74,44.87,Ciobanesti,Arges,AG
25.2,45.41,Podu Dambovitei,Arges,AG
24.55,45.21,Ceparii Pamanteni,Arges,AG
25.18,44.78,Glambocata-Deal,Arges,AG
24.93,44.49,Coltu,Arges,AG
24.7,45.21,Cerbureni,Arges,AG
24.68,45.19,Mustatesti,Arges,AG
24.8,45.36,Slatina,Arges,AG
25.11,44.72,Furduesti,Arges,AG
24.51,45.23,Carpenis,Arges,AG
24.76,44.63,Catane,Arges,AG
25.13,45.17,Lunca,Arges,AG
24.85,44.81,Hintesti,Arges,AG
24.76,45.31,Bradetu,Arges,AG
24.79,44.85,Ciocanai,Arges,AG
25.15,45.28,Piatra,Arges,AG
24.96,44.71,Suseni,Arges,AG
24.6,45.24,Cicanesti,Arges,AG
24.53,45.07,Poienari,Arges,AG
24.66,45.31,Poienari,Arges,AG
25.01,45.12,Rudeni,Arges,AG
25.18,45.27,Slobozia,Arges,AG
24.7,45.02,Crampotani,Arges,AG
25.1,44.44,Popesti,Arges,AG
25.08,45.27,Valea Rumanestilor,Arges,AG
24.71,44.83,Samara,Arges,AG
24.82,44.88,Uiasca,Arges,AG
24.86,44.74,Podu Brosteni,Arges,AG
24.66,44.89,Rachitele de Jos,Arges,AG
24.92,44.58,Buzoesti,Arges,AG
24.76,45.27,Galesu,Arges,AG
24.81,44.91,Scheau,Arges,AG
25,44.83,Udeni-Zavoi,Arges,AG
25.04,44.74,Silistea,Arges,AG
24.76,44.95,Borlesti,Arges,AG
25.09,44.87,Pitoi,Arges,AG
25.15,44.74,Tigveni,Arges,AG
24.78,44.45,Mandra,Arges,AG
24.69,45.07,Baiculesti,Arges,AG
24.69,44.96,Dumbravesti,Arges,AG
24.76,44.88,Mica,Arges,AG
24.81,45.33,Sboghitesti,Arges,AG
25.06,45.03,Voroveni,Arges,AG
24.95,44.9,Enculesti,Arges,AG
24.62,45.26,Urechesti,Arges,AG
24.73,44.9,Prislopu Mare,Arges,AG
24.65,44.91,Rachitele de Sus,Arges,AG
24.71,45.23,Bratesti,Arges,AG
24.97,45.32,Candesti,Arges,AG
25.15,44.82,Schitu Scoicesti,Arges,AG
24.78,44.45,Ciocesti,Arges,AG
25.09,44.87,Valea Popii,Arges,AG
24.78,45.34,Nucsoara,Arges,AG
24.76,44.73,Banaresti,Arges,AG
25.26,44.47,Glavacioc,Arges,AG
24.81,45.28,Jgheaburi,Arges,AG
25.17,44.61,Mozacu,Arges,AG
24.71,45.02,Manicesti,Arges,AG
25.12,45.24,Suslanesti,Arges,AG
24.65,45.31,Corbeni,Arges,AG
24.84,45.16,Varzaroaia,Arges,AG
24.78,45.28,Bradulet,Arges,AG
25.06,45.35,Pojorata,Arges,AG
24.79,45.18,Valsanesti,Arges,AG
25.13,44.74,Ratesti,Arges,AG
24.97,44.68,Odaeni,Arges,AG
24.71,45.06,Argesani,Arges,AG
24.78,44.5,Ciobani,Arges,AG
24.94,45.06,Balilesti,Arges,AG
24.77,44.66,Padureti,Arges,AG
24.97,44.7,Tutulesti,Arges,AG
25.23,45.44,Dambovicioara,Arges,AG
25.16,45,Mosteni-Greci,Arges,AG
24.91,44.59,Podeni,Arges,AG
24.79,44.51,Martalogi,Arges,AG
25.14,44.89,Bujoi,Arges,AG
24.54,45.18,Barsestii de Sus,Arges,AG
24.52,44.97,Cuca,Arges,AG
24.7,44.83,Dealu Viilor,Arges,AG
24.78,44.58,Izbasesti,Arges,AG
24.73,44.99,Malu Vanat,Arges,AG
24.56,44.97,Sapunari,Arges,AG
24.69,44.87,Grosi,Arges,AG
24.5,45.25,Ianculesti,Arges,AG
24.78,44.94,Varzaru,Arges,AG
24.61,44.87,Salistea,Arges,AG
25.2,44.78,Glambocata,Arges,AG
24.71,45.19,Valea Iasului,Arges,AG
24.77,44.88,Braileni,Arges,AG
